Link,Date,Source,Title,Description,Score,Sentiment
https://www.finam.ru/publications/item/rossiyskiy-rynok-nachal-2024-god-bodro-20240103-1427/,2024-01-03,"Алешина Елена, Finam.ru",Российский рынок начал 2024 год бодро,"Индекс МосБиржи растет на 0,85% - до 3125,46 пункта",0.64549464,positive
https://www.finam.ru/publications/item/evrosoyuz-vvyol-sanktsii-protiv-alrosa-i-gendirektora-kompanii-20240103-1238/,2024-01-03,Finam.ru,Евросоюз ввёл санкции против «АЛРОСА» и гендиректора компании,Нынешние санкции дополняют запрет на импорт российских алмазов,-0.6571105,negative
https://www.finam.ru/publications/item/pravitelstvo-rf-prodlilo-uproshchennyy-poryadok-vvoza-v-rossiyu-elektronnykh-ustroystv-20240103-1213/,2024-01-03,Finam.ru,Правительство РФ продлило упрощенный порядок ввоза в Россию электронных устройств,Упрощённый порядок ввоза будет действовать до конца 2024 года,0.5564665,positive
https://www.finam.ru/publications/item/rossiyskiy-rynok-nachal-god-vyshe-3100-po-indeksu-mosbirzhi-20240103-1016/,2024-01-03,Finam.ru,Российский рынок начал год выше 3100 по индексу МосБиржи,Индекс РТС снижается на фоне ослабления рубля,0.3515595,positive
https://www.finam.ru/publications/item/v-azii-i-na-rynke-nefti-negativnaya-dinamika-20240103-0915/,2024-01-03,Finam.ru,В Азии и на рынке нефти негативная динамика,"Фьючерс на Brent теряет 0,11% и стоит $75,81 за баррель",-0.6073669,negative
https://www.finam.ru/publications/item/pervyy-torgovoy-den-na-mosbirzhe-v-2024-godu-osnovnye-sobytiya-3-yanvarya-20240103-0900/,2024-01-03,Finam.ru,Первый торговый день на Мосбирже в 2024 году - основные события 3 января,«Мосбиржа» с сегодняшнего дня ограничит расчеты с бумагами «Транснефти» из-за сплита,0.45728946,positive
https://www.finam.ru/publications/item/oon-zhdet-rosta-globalnoy-ekonomiki-v-2024-godu-na-24-rossiyskoy-na-13-20240104-2203/,2024-01-04,Finam.ru,"ООН ждет роста глобальной экономики в 2024 году на 2,4%, российской – на 1,3%","Рост мирового ВВП за 2023 год ООН оценивает в 2,7%",0.36574593,positive
https://www.finam.ru/publications/item/pokupki-chastnykh-investorov-podderzhivayut-pozitiv-na-rossiyskom-rynke-20240104-1918/,2024-01-04,"Никитин Дмитрий, Finam.ru",Покупки частных инвесторов поддерживают позитив на российском рынке,Рынку удалось подрасти по итогам торгов,0.5153381,positive
https://www.finam.ru/publications/item/gazprom-prodolzhaet-obnovlyat-rekordy-sutochnykh-postavok-v-kitay-20240104-1528/,2024-01-04,Finam.ru,«Газпром» вновь обновил рекорд суточных поставок в Китай,Поставки 3 января превысили контрактные обязательства,0.7648869,positive
https://www.finam.ru/publications/item/rossiyskiy-rynok-prodolzhaet-prazdnichnyy-rost-20240104-1433/,2024-01-04,"Алешина Елена, Finam.ru",Российский рынок продолжает праздничный рост,Рубль перешел к укреплению,0.55786914,positive
https://www.finam.ru/publications/item/kaspiyskiy-truboprovodnyy-konsortsium-v-2023-godu-narastil-otgruzku-nefti-na-75-20240104-1425/,2024-01-04,Finam.ru,"«Каспийский трубопроводный консорциум» в 2023 году нарастил отгрузку нефти на 7,5%",Показатель стал рекордным,0.76560813,positive
https://www.finam.ru/publications/item/rossiyskiy-rynok-sokhranyaet-pozitivnyy-nastroy-20240104-1015/,2024-01-04,Finam.ru,Российский рынок сохраняет позитивный настрой,Рубль утром немного корректируется после вчерашнего ослабления,0.26123524,positive
https://www.finam.ru/publications/item/rynok-nefti-vernulsya-k-rostu-v-azii-i-ssha-negativ-20240104-0915/,2024-01-04,Finam.ru,"Рынок нефти вернулся к росту, в Азии и США - негатив","Фьючерс на Brent растет на 0,7% и стоит $78,80 за баррель, WTI в плюсе на 0,98%",-0.5729299,negative
https://www.finam.ru/publications/item/aktsii-sovkomflota-posledniy-den-torguyutsya-s-dividendami-osnovnye-sobytiya-4-yanvarya-20240104-0900/,2024-01-04,Finam.ru,Акции «Совкомфлота» последний день торгуются с дивидендами – основные события 4 января,"Торги на рынках акций и облигаций Московской биржи, на рынках депозитов и кредитов и на срочном рынке будут проводиться в обычном режиме",0.18495639,positive
https://www.finam.ru/publications/item/rossiyskomu-rynku-udalos-uderzhatsya-v-plyuse-tretiy-den-podryad-20240105-1928/,2024-01-05,"Никитин Дмитрий, Finam.ru",Российскому рынку удалось удержаться в плюсе третий день подряд,Акции «Совкомфлота» упали на 3% в первый день без дивидендов,-0.28790206,negative
https://www.finam.ru/publications/item/finlyandiya-khochet-v-2025-godu-zapretit-import-rossiyskogo-spg-20240105-1450/,2024-01-05,Finam.ru,Финляндия хочет в 2025 году запретить импорт российского СПГ,Сейчас финская Gasum продолжает импортировать СПГ из России в рамках долгосрочного договора,-0.36872512,negative
https://www.finam.ru/publications/item/rossiyskiy-rynok-v-preddverii-vykhodnykh-pereshel-k-snizheniyu-po-indeksu-mosbirzhi-20240105-1409/,2024-01-05,"Премудров Павел, Finam.ru",Российский рынок в преддверии выходных перешел к снижению по индексу МосБиржи,Заметно сильная динамика наблюдается в акциях металлургических компаний,-0.47360426,negative
https://www.finam.ru/publications/item/prodazhi-novykh-avtomobiley-v-rossii-v-2023-godu-vyrosli-na-60-20240105-1204/,2024-01-05,Finam.ru,Продажи новых автомобилей в России в 2023 году выросли на 60%,"По итогам прошлого года было реализовано 1,3 млн авто",0.7630176,positive
https://www.finam.ru/publications/item/rossiyskiy-rynok-otkrylsya-rostom-po-indeksu-mosbirzhi-20240105-1010/,2024-01-05,Finam.ru,Российский рынок открылся ростом по индексу МосБиржи,Рубль продолжает слабеть к доллару на валютной секции Московской биржи,0.54163045,positive
https://www.finam.ru/publications/item/v-azii-negativ-neft-vosstanavlivaetsya-20240105-0912/,2024-01-05,Finam.ru,"В Азии негатив, нефть восстанавливается","Рубль слабеет к доллару, но укрепляется к юаню и евро",-0.60488755,negative
https://www.finam.ru/publications/item/obval-v-nefti-ne-smutil-fondovykh-investorov-20240108-2005/,2024-01-08,"Гайнутдинова Лиана, Finam.ru",Обвал в нефти не смутил фондовых инвесторов,"Российский фондовый рынок открыл новую неделю в лучших традициях прошлого года – понедельничным ростом, более того - локальным максимумом, вернувшись на уровни начала декабря",-0.4110332,negative
https://www.finam.ru/publications/item/neft-rezko-padaet-a-rossiyskie-kompanii-dorozhayut-20240108-1432/,2024-01-08,Finam.ru,"Нефть резко падает, а российские компании дорожают","Если геополитическая ситуация накалится, это может подтолкнуть североморскую нефть к отметке $83",-0.63397604,negative
https://www.finam.ru/publications/item/na-rynki-vozvrashchayutsya-investory-20240108-1026/,2024-01-08,Finam.ru,На рынки возвращаются инвесторы,"Они будут осторожны, поскольку внешний фон не предполагает ""бычьего"" настроя",0.35205737,positive
https://www.finam.ru/publications/item/rasprodazhi-aktsiy-kitaya-i-nefti-zadayut-ton-nedeli-20240108-0910/,2024-01-08,Finam.ru,Распродажи акций Китая и нефти задают тон недели,Доллар на мировом рынке укрепился,-0.5108205,negative
https://www.finam.ru/publications/item/po-dannym-bloomberg-rossiya-sokratila-dobychu-nefti-v-dekabre-na-60-tysyach-barreley-v-den-20240109-2050/,2024-01-09,Finam.ru,"По данным Bloomberg, Россия сократила добычу нефти в декабре на 60 тысяч баррелей в день","По данным источников агентства, ежедневная добыча сырой нефти в стране в декабре составляла 1,306 миллиона тонн",-0.76009935,negative
https://www.finam.ru/publications/item/prazdniki-zakonchilis-no-investory-eshche-spyat-20240109-2029/,2024-01-09,"Долгих Анастасия, Finam.ru","Праздники закончились, но инвесторы еще спят",Сильная нефть и укрепление рубля вызвало разнонаправленную динамику на торгах,0.1188059,positive
https://www.finam.ru/publications/item/na-spbmtsb-v-2023-godu-otmechen-rekordnyy-obem-realizatsii-nefteproduktov-20240109-1736/,2024-01-09,Finam.ru,На СПбМТСБ в 2023 году отмечен рекордный объем реализации нефтепродуктов,"Совокупный объем торгов нефтепродуктами за декабрь 2023 года также является рекордным и составил 3,317 млн тонн",0.55226564,positive
https://www.finam.ru/publications/item/gk-samolet-zanyala-pervoe-mesto-v-reytinge-zastroyshchikov-rossii-po-tekushchemu-stroitelstvu-20240109-1704/,2024-01-09,Finam.ru,ГК «Самолет» заняла первое место в рейтинге застройщиков России по текущему строительству,"Компания потеснила ПИК, который возглавлял этот список непрерывно более 5 лет",0.285632,positive
https://www.finam.ru/publications/item/fix-price-v-2023-godu-rasshirila-set-bolee-chem-na-750-magazinov-20240109-1511/,2024-01-09,Finam.ru,Fix Price в 2023 году расширила сеть более чем на 750 магазинов,Сеть насчитывает свыше 5700 торговых точек,0.6513639,positive
https://www.finam.ru/publications/item/prazdniki-zakonchilis-rubl-okrep-fondovyy-rynok-konsolidiruetsya-20240109-1440/,2024-01-09,"Гайнутдинова Лиана, Finam.ru","Праздники закончились - рубль окреп, фондовый рынок консолидируется",Рынок в отсутствие негативных новостей традиционно начал год ростом – за первые торговые дни индекс МосБиржи вырос на 2%,0.32954046,positive
https://www.finam.ru/publications/item/srednyaya-stoimost-nefti-urals-v-2023-godu-snizilas-na-172-20240109-1331/,2024-01-09,Finam.ru,"Средняя стоимость нефти Urals в 2023 году снизилась на 17,2%","Средняя цена на нефть марки Urals в декабре 2023 года сложилась в размере $64,23 за баррель, что в 1,27 раз выше, чем в аналогичном периоде 2022 года",-0.39486974,negative
https://www.finam.ru/publications/item/fesco-perevezla-servisom-aviadostavki-svyshe-100-tonn-sbornykh-gruzov-v-2023-godu-20240109-1324/,2024-01-09,Finam.ru,FESCO перевезла сервисом авиадоставки свыше 100 тонн сборных грузов в 2023 году,"Компания отправляла преимущественно электронные товары в импортном направлении, в том числе ноутбуки (более 10 тонн), наушники (свыше 7 тонн), а также смартфоны (порядка 4 тонн)",0.6049906,positive
https://www.finam.ru/publications/item/dogovory-rossii-s-daniey-i-latviey-ob-izbezhanii-dvoynogo-nalogooblozheniya-utratili-silu-20240109-1309/,2024-01-09,Finam.ru,Договоры России с Данией и Латвией об избежании двойного налогообложения утратили силу,Соответствующие сообщения МИД России опубликованы на официальном портале правовых актов сегодня,-0.50390834,negative
https://www.finam.ru/publications/item/rosselkhoznadzor-prokontroliroval-ocherednuyu-postavku-turetskikh-pishchevykh-yaits-v-rossiyu-20240109-1216/,2024-01-09,Finam.ru,Россельхознадзор проконтролировал очередную поставку турецких пищевых яиц в Россию,"Вторая партия яиц в количестве 19,36 тонны была ввезена 5 января",0.43104234,positive
https://www.finam.ru/publications/item/v-2023-godu-perevozki-passazhirov-na-seti-rzhd-vyrosli-na-54-20240109-1209/,2024-01-09,Finam.ru,"В 2023 году перевозки пассажиров на сети РЖД выросли на 5,4%","В декабре поездки совершили 97,8 млн пассажиров, что на 3,6% выше, чем в аналогичном периоде 2022 года",0.7057222,positive
https://www.finam.ru/publications/item/prezidentom-gruppy-nlmk-izbran-sergey-karataev-20240109-1208/,2024-01-09,Finam.ru,Президентом группы НЛМК избран Сергей Каратаев,Ранее Каратаев был и.о. вице-президента по финансам группы НЛМК,0.48537678,positive
https://www.finam.ru/publications/item/pogruzka-na-seti-rzhd-snizilas-v-2023-godu-na-02-20240109-1113/,2024-01-09,Finam.ru,"Погрузка на сети РЖД снизилась в 2023 году на 0,2%","При этом в декабре погрузка на сети РЖД составила 100,7 млн тонн, что оказалось на 1,9% ниже, чем в аналогичном периоде 2022 года",-0.41529858,negative
https://www.finam.ru/publications/item/kabmin-utverdil-plany-razvitiya-16-dalnevostochnykh-gorodov-do-2030-goda-20240109-1043/,2024-01-09,Finam.ru,Кабмин утвердил планы развития 16 дальневосточных городов до 2030 года,"Общий объем финансирования – 3,5 трлн рублей",0.7339956,positive
https://www.finam.ru/publications/item/tsb-rf-vypuskaet-investitsionnye-monety-georgiy-pobedonosets-v-serebre-i-zolote-20240109-1036/,2024-01-09,Finam.ru,ЦБ РФ выпускает инвестиционные монеты «Георгий Победоносец» в серебре и золоте,"Монеты изготовлены качеством «анциркулейтед», а тираж монет — до 500,0 тыс. штук каждая",0.52859116,positive
https://www.finam.ru/publications/item/aktsii-tatnefti-desheveyut-na-4-iz-za-dividendnogo-gepa-20240109-1016/,2024-01-09,Finam.ru,Акции «Татнефти» дешевеют на 4% из-за дивидендного гэпа,"На сырьевом рынке цены на нефть после резкого обвала, вызванными опасениями по поводу поставок, выглядят стабильными",-0.440462,negative
https://www.finam.ru/publications/item/vozvrashchenie-rynka-s-kanikul-mozhet-proyti-v-plyuse-20240109-0946/,2024-01-09,"Алешина Елена, Finam.ru",Возвращение рынка с каникул может пройти в плюсе,"Первые торговые сессии в праздничные дни прошли на позитиве, но безыдейно",0.0047357986,neutral
https://www.finam.ru/publications/item/rynki-azii-vosstanavlivayutsya-neft-stabilizirovalas-20240109-0805/,2024-01-09,Finam.ru,"Рынки Азии восстанавливаются, нефть стабилизировалась",Рубль на валютной секции Московской биржи утром уступает корзине валют,-0.061262097,neutral
https://www.finam.ru/publications/item/rossiyskiy-rynok-ozhivaet-reagiruya-na-korporativnye-novosti-20240110-2106/,2024-01-10,"Гайнутдинова Лиана, Finam.ru","Российский рынок оживает, реагируя на корпоративные новости","Среда прошла на российском рынке под знаком «быка», при этом торговые обороты все еще остаются невысокими",-0.03429522,neutral
https://www.finam.ru/publications/item/zapasy-zerna-v-rossii-sostavili-na-1-dekabrya-355-mln-tonn-snizivshis-na-2-20240110-1953/,2024-01-10,Finam.ru,"Запасы зерна в России составили на 1 декабря 35,5 млн тонн, снизившись на 2%","При этом запасы пшеницы уменьшились на 3,2% г/г, до 24,761 млн тонн",-0.25305063,negative
https://www.finam.ru/publications/item/raschetnyy-depozitariy-spb-birzhi-predstavil-ofac-strategiyu-razblokirovki-aktivov-20240110-1936/,2024-01-10,Finam.ru,"Расчетный депозитарий ""СПБ Биржи"" представил OFAC стратегию разблокировки активов","Статус ""СПБ Банка"" для целей FATCA временно приостановлен",0.54328316,positive
https://www.finam.ru/publications/item/rossiya-mozhet-obnovit-rekord-bureniya-neftyanykh-skvazhin-20240110-1812/,2024-01-10,Finam.ru,Россия может обновить рекорд бурения нефтяных скважин,Страна находится на пути к установлению постсоветского рекорда по бурению в 2023 году,0.49447736,positive
https://www.finam.ru/publications/item/obem-torgov-na-moskovskoy-birzhe-v-2023-godu-dostig-13-kvadrilliona-rubley-20240110-1739/,2024-01-10,Finam.ru,"Объем торгов на Московской бирже в 2023 году достиг 1,3 квадриллиона рублей","В декабре прошлого года показатель составил 139,6 трлн рублей",0.6538813,positive
https://www.finam.ru/publications/item/stoimost-aktivov-bpif-denezhnogo-rynka-na-mosbirzhe-za-god-vyrosla-v-15-raz-20240110-1659/,2024-01-10,Finam.ru,Стоимость активов БПИФ денежного рынка на Мосбирже за год выросла в 15 раз,Показатель превысил 200 млрд рублей,0.5038773,positive
https://www.finam.ru/publications/item/tsb-predupredil-o-novoy-skheme-moshennichestva-s-zablokirovannymi-aktivami-20240110-1445/,2024-01-10,Finam.ru,ЦБ предупредил о новой схеме мошенничества с заблокированными активами,"Под видом компаний, которые предоставляют услуги разблокировки активов, мошенники просят перевести на свой счет сумму, равную стоимости замороженных активов",-0.3982447,negative
https://www.finam.ru/publications/item/na-rossiyskiy-rynok-postepenno-vozvrashchaetsya-optimizm-20240110-1419/,2024-01-10,"Долгих Анастасия, Finam.ru",На российский рынок постепенно возвращается оптимизм,«Быков» поддерживают все еще высокие цены нефти и ожидания реинвестирования дивидендов,0.28271428,positive
https://www.finam.ru/publications/item/sibur-zaregistriroval-v-uglerodnom-reestre-rf-tri-novykh-klimaticheskikh-proekta-20240110-1409/,2024-01-10,Finam.ru,«Сибур» зарегистрировал в углеродном реестре РФ три новых климатических проекта,"Мероприятия будут реализованы на предприятиях в Нижнекамске, Томске и Дзержинске",0.5281717,positive
https://www.finam.ru/publications/item/transneft-narastila-transportirovku-nefteproduktov-v-2023-godu-na-109-20240110-1320/,2024-01-10,Finam.ru,"«Транснефть» нарастила транспортировку нефтепродуктов в 2023 году на 10,9%","Поставки на внутренний рынок выросли на 8%, а на экспорт - на 12,5%",0.81296676,positive
https://www.finam.ru/publications/item/tsb-rekomendoval-bankam-blokirovat-scheta-klientov-nelegalov-20240110-1302/,2024-01-10,Finam.ru,ЦБ рекомендовал банкам блокировать счета клиентов-нелегалов,Банки могут расторгнуть договор с компаниями с признаками финансовых пирамид и нелегальной деятельности после двух отказов в проведении операций в течение года,-0.16031009,negative
https://www.finam.ru/publications/item/aktsionery-mosgorlombarda-prinyali-reshenie-o-konvertatsii-privilegirovannykh-aktsiy-v-obyknovennye-20240110-1250/,2024-01-10,Finam.ru,Акционеры «Мосгорломбарда» приняли решение о конвертации привилегированных акций в обыкновенные,Конвертация префов проводится с целью предоставить одинаковый объем прав всем акционерам,0.4236704,positive
https://www.finam.ru/publications/item/afk-sistema-stala-vladeltsem-proekta-tinkova-na-kamchatke-20240110-1248/,2024-01-10,Finam.ru,АФК «Система» стала владельцем проекта Тинькова на Камчатке,Речь идет о проекте элитного гостевого комплекса La Datcha,0.66602176,positive
https://www.finam.ru/publications/item/aktsii-evrotransa-za-dvoe-sutok-pribavili-bolee-50-20240110-1116/,2024-01-10,Finam.ru,Акции «ЕвроТранса» за двое суток прибавили более 50%,Компания провела IPO в конце ноября 2023 года,0.41253653,positive
https://www.finam.ru/publications/item/severstal-uvelichit-obemy-proizvodstva-metallokonstruktsiy-do-126-tysyach-tonn-v-god-20240110-1111/,2024-01-10,Finam.ru,«Северсталь» увеличит объемы производства металлоконструкций до 126 тысяч тонн в год,Это стало возможно с приобретением компании «Венталл Стальные Решения» с активами в Калужской и Тульской областях и производственного комплекса в Череповце,0.82909304,positive
https://www.finam.ru/publications/item/lichnye-traty-rossiyan-na-kosmetiku-tratyatsya-chashche-chem-na-obrazovanie-20240110-1010/,2024-01-10,Finam.ru,"Личные траты россиян - на косметику тратятся чаще, чем на образование",Только 5% респондентов оплачивают себе образование,0.33477047,positive
https://www.finam.ru/publications/item/raspiski-fix-price-rastut-bolee-chem-na-3-na-dividendnykh-novostyakh-20240110-1013/,2024-01-10,Finam.ru,Расписки Fix Price растут более чем на 3% на дивидендных новостях,На валютной секции Московской биржи рубль укрепляется к корзине валют,0.382452,positive
https://www.finam.ru/publications/item/fix-price-poluchila-razreshenie-pravitelstvennoy-komissii-na-vyplatu-dividendov-v-razmere-98-mlrd-rubley-za-2022-god-20240110-0958/,2024-01-10,Finam.ru,Fix Price получила разрешение правкомиссии на выплату дивидендов за 2022 год,"Компания прорабатывает возможные варианты выплаты дивидендов своим акционерам ""с учетом действующей регуляторной среды""",0.4523012,positive
https://www.finam.ru/publications/item/nastroeniya-na-rynke-mogut-uluchshitsya-20240110-0944/,2024-01-10,"Алешина Елена, Finam.ru",Настроения на рынке могут улучшиться,Внешний фон перед открытием российского рынка в целом нейтральный,0.26480514,positive
https://www.finam.ru/publications/item/softlayn-priobrel-razrabotchika-rossiyskikh-platezhnykh-terminalov-20240110-0919/,2024-01-10,Finam.ru,«Софтлайн» приобрел разработчика российских платежных терминалов,О сумме сделки не сообщается,0.6492923,positive
https://www.finam.ru/publications/item/sberbank-povysil-stavki-po-ipoteke-20240110-0900/,2024-01-10,Finam.ru,«Сбербанк» повысил ставки по ипотеке,"Минимальная ставка на новостройки и вторичное жилье составит 16,7%.",0.6113888,positive
https://www.finam.ru/publications/item/aktsii-rosnefti-torguyutsya-posledniy-den-s-dividendami-osnovnye-sobytiya-10-yanvarya-20240110-0900/,2024-01-10,Finam.ru,Акции «Роснефти» торгуются последний день с дивидендами - основные события 10 января,Еще 10 января дивидендный реестр закроет «Новошип»,0.22295061,positive
https://www.finam.ru/publications/item/fas-podgotovila-zakonoproekt-ob-usilenii-kontrolya-za-sdelkami-na-finrynke-20240110-0823/,2024-01-10,Finam.ru,ФАС подготовила законопроект об усилении контроля за сделками на финрынке,"Дополнительный контроль, согласно документу, планируется осуществлять за крупными финансовыми организациями",0.33641002,positive
https://www.finam.ru/publications/item/v-azii-preobladayut-negativnye-nastroeniya-neft-dorozhaet-20240110-0813/,2024-01-10,Finam.ru,"В Азии преобладают негативные настроения, нефть дорожает",Курс доллара снижается,-0.60433376,negative
https://www.finam.ru/publications/item/silnyy-rubl-i-dividendnye-otsechki-v-ryade-bumag-ne-ostanovili-fondovykh-bykov-20240111-2106/,2024-01-11,"Гайнутдинова Лиана, Finam.ru",Сильный рубль и дивидендные отсечки в ряде бумаг не остановили фондовых «быков»,«Героями дня» сегодня стали бумаги металлургов на фоне усилившихся дивидендных ожиданий,-0.39792496,negative
https://www.finam.ru/publications/item/v-2024-godu-minfin-rossii-budet-delat-upor-na-razmeshchenie-ofz-s-fiksirovannym-dokhodom-20240111-2104/,2024-01-11,Finam.ru,В 2024 году Минфин России будет делать упор на размещение ОФЗ с фиксированным доходом,"При этом министерство продолжает работу над размещением облигаций федерального займа, номинированных в юанях",0.60795,positive
https://www.finam.ru/publications/item/prodazhi-gruppy-sollers-vyrosli-v-2023-godu-pochti-na-17-20240111-1821/,2024-01-11,Finam.ru,Продажи группы «СОЛЛЕРС» выросли в 2023 году почти на 17%,При этом компания реализовала 8 541 автомобиль бренда Sollers против 14 штук в 2022 году,0.6826942,positive
https://www.finam.ru/publications/item/sovet-direktorov-delimobil-rassmotrit-vopros-listinga-aktsiy-kompanii-20240111-1651/,2024-01-11,Finam.ru,Совет директоров «Делимобиль» рассмотрит вопрос листинга акций компании,Также совет директоров «Делимобиль» намерен утвердить дивидендную политику,0.47063965,positive
https://www.finam.ru/publications/item/nkkhp-uvelichil-perevalku-zerna-na-eksport-v-2023-godu-do-rekordnykh-79-mln-tonn-20240111-1639/,2024-01-11,Finam.ru,"НКХП увеличил перевалку зерна на экспорт в 2023 году до рекордных 7,9 млн тонн",Это на 75% превышает объем отгрузки 2022 года,0.82009804,positive
https://www.finam.ru/publications/item/sfi-stal-napryamuyu-vladet-kompaniey-konsolidiruyushchey-kvazikaznacheyskie-aktsii-kholdinga-20240111-1618/,2024-01-11,Finam.ru,"SFI стал напрямую владеть компанией, консолидирующей «квазиказначейские» акции холдинга",Изменения в ЕГРЮЛ зарегистрированы ФНС в конце декабря,0.36135757,positive
https://www.finam.ru/publications/item/vyruchka-nlmk-po-rsbu-sostavila-za-9-mesyatsev-5248-mlrd-rubley-20240111-1615/,2024-01-11,Finam.ru,"Выручка НЛМК по РСБУ составила за 9 месяцев 524,8 млрд рублей","Чистая прибыль за отчетный период достигла 182,1 млрд рублей",0.38069975,positive
https://www.finam.ru/publications/item/perevozki-aeroflota-v-novogodnie-prazdniki-vyrosli-na-37-20240111-1545/,2024-01-11,Finam.ru,Перевозки «Аэрофлота» в новогодние праздники выросли на 37%,При этом на внутренних рейсах было перевезено более полумиллиона путешественников,0.56684905,positive
https://www.finam.ru/publications/item/spb-birzha-izuchaet-variant-raboty-bez-soveta-direktorov-na-fone-vykhoda-iz-nego-ryada-chlenov-vvidu-sanktsiy-20240111-1521/,2024-01-11,Finam.ru,«СПБ Биржа» изучает вариант работы без совета директоров на фоне выхода из него ряда членов ввиду санкций,Функции совета директоров могут быть распределены между собранием акционеров и правлением. Данный вопрос будет рассматриваться в ходе ВОСА 19 января,0.0683038,neutral
https://www.finam.ru/publications/item/avtovaz-ozhidaet-rosta-prodazh-legkovykh-avtomobiley-i-lcv-v-2024-godu-20240111-1508/,2024-01-11,Finam.ru,«АВТОВАЗ» ожидает роста продаж легковых автомобилей и LCV в 2024 году,Пока прогноз компании является более осторожным и ожидается рост показателя на 5-10% г/г,0.8301033,positive
